#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Oct 29 21:29:25 EDT 2018,16,16,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest+ ObservableBridgeScenePainterFactoryMethodTest+ , ,ArthurBridgeSceneControllerTestCase- BridgeSceneControllerFactoryMethodTest- CommandInterpreterControllerFactoryMethodTest- CommandInterpreterViewFactoryMethodTest- ExistingPaintListenerTestCase- GalahadBridgeSceneControllerTestCase- InheritingBridgeScenePainterFactoryMethodTest- LancelotBridgeSceneControllerTestCase- NewPaintListenerTestCase- RobinBridgeSceneControllerTestCase- , ,
1,Mon Oct 29 21:29:42 EDT 2018,16,0,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
2,Mon Oct 29 21:29:47 EDT 2018,16,0,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
3,Mon Oct 29 21:33:05 EDT 2018,16,0,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
4,Mon Oct 29 21:36:31 EDT 2018,16,0,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
5,Mon Oct 29 21:39:32 EDT 2018,16,0,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
6,Mon Oct 29 21:43:16 EDT 2018,16,0,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
7,Mon Oct 29 21:44:13 EDT 2018,16,0,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
8,Mon Oct 29 21:45:51 EDT 2018,25,9,Assignment9Suite,DelegatingBridgeSceneViewFactoryMethodTest ExistingPaintListenerTestCase+ ObservableBridgeScenePainterFactoryMethodTest , ,ArthurBridgeSceneControllerTestCase BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest GalahadBridgeSceneControllerTestCase InheritingBridgeScenePainterFactoryMethodTest LancelotBridgeSceneControllerTestCase NewPaintListenerTestCase RobinBridgeSceneControllerTestCase , ,
9,Mon Oct 29 22:16:29 EDT 2018,58,33,Assignment9Suite,ArthurBridgeSceneControllerTestCase+ DelegatingBridgeSceneViewFactoryMethodTest ExistingPaintListenerTestCase GalahadBridgeSceneControllerTestCase+ LancelotBridgeSceneControllerTestCase+ ObservableBridgeScenePainterFactoryMethodTest RobinBridgeSceneControllerTestCase+ , ,BridgeSceneControllerFactoryMethodTest CommandInterpreterControllerFactoryMethodTest CommandInterpreterViewFactoryMethodTest InheritingBridgeScenePainterFactoryMethodTest NewPaintListenerTestCase , ,
